"month","day","year","13055040","Monteria"
"05","27","2012",NA,423.387559808612
"05","28","2012",261.439234449761,315.215311004785
"05","29","2012",185.233492822967,303.760765550239
"05","30","2012",113.691387559809,156.918660287081
"05","31","2012",NA,501.502392344498
"06","01","2012",NA,182.583732057416
"06","02","2012",372.522488038278,504
"06","03","2012",364.455502392344,485.138755980861
"06","04","2012",234.4004784689,377.827751196172
"06","05","2012",NA,436.650717703349
"06","06","2012",300.854066985646,495.732057416268
"06","07","2012",353.550717703349,417.875598086124
"06","08","2012",NA,209.454545454545
"06","09","2012",NA,365.081339712919
"06","10","2012",NA,431.827751196172
"06","11","2012",191.012440191388,297.55980861244
"06","12","2012",NA,440.956937799043
"06","13","2012",261.149282296651,333.043062200957
"06","14","2012",189.022966507177,319.090909090909
"06","15","2012",393.35023923445,462.746411483254
"06","16","2012",244.172727272727,306.516746411483
"06","17","2012",250.426794258373,350.44019138756
"06","18","2012",244.911961722488,368.00956937799
"06","19","2012",319.055023923445,373.607655502392
"06","20","2012",240.367464114833,348.631578947368
"06","21","2012",217.382296650718,269.052631578947
"06","22","2012",395.801913875598,470.239234449761
"06","23","2012",271.855980861244,420.976076555024
"06","24","2012",218.799043062201,305.569377990431
"06","25","2012",364.366507177033,454.650717703349
"06","26","2012",180.470813397129,239.942583732057
"06","27","2012",405.262679425837,543.531100478469
"06","28","2012",252.455023923445,319.435406698565
"06","29","2012",284.158851674641,439.320574162679
"06","30","2012",269.852153110048,328.822966507177
"07","01","2012",392.395693779904,451.033492822967
"07","02","2012",311.645454545455,426.574162679426
"07","03","2012",124.017703349282,187.062200956938
"07","04","2012",280.227272727273,398.239234449761
"07","05","2012",246.008612440191,340.88038277512
"07","06","2012",NA,373.263157894737
"07","07","2012",NA,345.272727272727
"07","08","2012",NA,497.885167464115
"07","09","2012",NA,495.645933014354
"07","10","2012",NA,417.1004784689
"07","11","2012",197.275119617225,260.612440191388
"07","12","2012",NA,432.602870813397
"07","13","2012",NA,448.105263157895
"07","14","2012",NA,497.454545454545
"07","15","2012",NA,475.320574162679
"07","16","2012",371.108612440191,516.057416267943
"07","17","2012",NA,496.593301435407
"07","18","2012",NA,350.870813397129
"07","19","2012",NA,422.612440191388
"07","20","2012",NA,461.626794258373
"07","21","2012",NA,329.511961722488
"07","22","2012",NA,442.421052631579
"07","23","2012",NA,466.966507177034
"07","24","2012",NA,403.578947368421
"07","25","2012",NA,484.966507177034
"07","26","2012",NA,502.191387559809
"07","27","2012",321.508133971292,466.966507177034
"07","28","2012",324.673205741627,434.066985645933
"07","29","2012",291.364593301435,315.55980861244
"07","30","2012",107.972727272727,186.803827751196
"07","31","2012",NA,243.043062200957
"08","01","2012",368.269377990431,415.636363636364
"08","02","2012",279.52966507177,358.363636363636
"08","03","2012",281.889473684211,371.11004784689
"08","04","2012",320.797607655502,489.014354066986
"08","05","2012",262.599043062201,362.928229665072
"08","06","2012",351.938755980861,502.794258373206
"08","07","2012",260.536363636364,373.693779904306
"08","08","2012",366.701913875598,345.444976076555
"08","09","2012",249.681818181818,414.086124401914
"08","10","2012",313.596172248804,465.674641148325
"08","11","2012",278.982775119617,333.732057416268
"08","12","2012",NA,476.00956937799
"08","13","2012",NA,251.224880382775
"08","14","2012",NA,294.88995215311
"08","15","2012",NA,473.167464114833
"08","16","2012",282.785167464115,359.827751196172
"08","17","2012",227.163157894737,321.071770334928
"08","18","2012",356.809090909091,413.827751196172
"08","19","2012",195.254066985646,241.923444976077
"08","20","2012",335.157416267943,473.167464114833
"08","21","2012",NA,285.33014354067
"08","22","2012",NA,387.215311004785
"08","23","2012",300.968899521531,348.803827751196
"08","24","2012",283.329186602871,327.014354066986
"08","25","2012",249.099043062201,447.760765550239
"08","26","2012",92.6354066985646,119.799043062201
"08","27","2012",341.224880382775,451.464114832536
"08","28","2012",354.648803827751,454.047846889952
"08","29","2012",218.68995215311,377.741626794258
"08","30","2012",276.294258373206,460.593301435407
"08","31","2012",305.611004784689,388.421052631579
"09","01","2012",287.147368421053,401.253588516746
"09","02","2012",240.328708133971,347.081339712919
"09","03","2012",269.567942583732,350.956937799043
"09","04","2012",NA,502.708133971292
"09","05","2012",252.605741626794,346.822966507177
"09","06","2012",239.481818181818,457.837320574163
"09","07","2012",NA,481.177033492823
"09","08","2012",NA,281.454545454545
"09","09","2012",287.681339712919,499.004784688995
"09","10","2012",327.067464114833,481.349282296651
"09","11","2012",215.048325358852,314.612440191388
"09","12","2012",NA,387.99043062201
"09","13","2012",282.055980861244,325.55023923445
"09","14","2012",278.855023923445,389.368421052632
"09","15","2012",263.157416267943,403.406698564593
"09","16","2012",232.505741626794,243.301435406699
"09","17","2012",252.736363636364,354.22966507177
"09","18","2012",368.045454545455,462.832535885167
"09","19","2012",413.230622009569,486.258373205742
"09","20","2012",294.762200956938,403.492822966507
"09","21","2012",238.639234449761,364.650717703349
"09","22","2012",182.405741626794,214.88038277512
"09","23","2012",282.424880382775,381.703349282297
"09","24","2012",NA,198.430622009569
"09","25","2012",267.805263157895,290.928229665072
"09","26","2012",263.656937799043,400.22009569378
"09","27","2012",299.514832535885,419.511961722488
"09","28","2012",299.862200956938,272.842105263158
"09","29","2012",NA,315.473684210526
"09","30","2012",NA,300.315789473684
"10","01","2012",NA,293.856459330144
"10","02","2012",NA,420.88995215311
"10","03","2012",NA,389.799043062201
"10","04","2012",NA,349.923444976077
"10","05","2012",NA,430.708133971292
"10","06","2012",332.801913875598,405.645933014354
"10","07","2012",182.445933014354,287.311004784689
"10","08","2012",NA,269.311004784689
"10","09","2012",NA,335.799043062201
"10","10","2012",NA,158.468899521531
"10","11","2012",372.129186602871,428.468899521531
"10","12","2012",NA,393.071770334928
"10","13","2012",451.544497607656,504.516746411483
"10","14","2012",316.754066985646,394.794258373206
"10","15","2012",245.724401913876,260.181818181818
"10","16","2012",NA,255.789473684211
"10","17","2012",283.324880382775,343.636363636364
"10","18","2012",291.874162679426,308.325358851675
"10","19","2012",337.9004784689,355.607655502392
"10","20","2012",NA,314.956937799043
"10","21","2012",NA,354.832535885167
"10","22","2012",NA,463.77990430622
"10","23","2012",NA,323.224880382775
"10","24","2012",NA,303.157894736842
"10","25","2012",319.287559808612,451.11961722488
"10","26","2012",NA,424.076555023924
"10","27","2012",NA,339.933014354067
"10","28","2012",NA,371.799043062201
"10","29","2012",NA,238.909090909091
"10","30","2012",234.113397129187,279.818181818182
"10","31","2012",191.435885167464,247.004784688995
"11","01","2012",NA,391.607655502392
"11","02","2012",NA,370.679425837321
"11","03","2012",NA,338.382775119617
"11","04","2012",NA,340.794258373206
"11","05","2012",NA,314.698564593301
"11","06","2012",NA,233.311004784689
"11","07","2012",347.836363636364,431.397129186603
"11","08","2012",NA,369.043062200957
"11","09","2012",NA,376.535885167464
"11","10","2012",NA,400.564593301435
"11","11","2012",285.172248803828,374.468899521531
"11","12","2012",NA,357.416267942584
"11","13","2012",NA,344.066985645933
"11","14","2012",NA,373.177033492823
"11","15","2012",277.386602870813,309.617224880383
"11","16","2012",228.486602870813,286.019138755981
"11","17","2012",NA,359.741626794258
"11","18","2012",NA,282.22966507177
"11","19","2012",NA,310.995215311005
"11","20","2012",NA,386.698564593301
"11","21","2012",134.107177033493,224.526315789474
"11","22","2012",202.433971291866,383.684210526316
"11","23","2012",NA,350.698564593301
"11","24","2012",NA,324.602870813397
"11","25","2012",NA,364.047846889952
"11","26","2012",NA,327.186602870813
"11","27","2012",NA,346.650717703349
"11","28","2012",NA,303.244019138756
"11","29","2012",NA,354.057416267943
"11","30","2012",289.887559808612,489.358851674641
"12","01","2012",NA,357.674641148325
"12","02","2012",255.203827751196,354.574162679426
"12","03","2012",298.639234449761,387.043062200957
"12","04","2012",277.023444976077,404.784688995215
"12","05","2012",NA,384.88995215311
"12","06","2012",360.50956937799,376.708133971292
"12","07","2012",NA,378.688995215311
"12","08","2012",223.161244019139,324.086124401914
"12","09","2012",244.692344497608,359.741626794258
"12","10","2012",NA,337.521531100479
"12","11","2012",NA,351.732057416268
"12","12","2012",295.953588516746,332.00956937799
"12","13","2012",NA,305.655502392345
"12","14","2012",NA,302.382775119617
"12","15","2012",NA,394.44976076555
"12","16","2012",NA,430.535885167464
"12","17","2012",284.67990430622,357.33014354067
"12","18","2012",NA,257.942583732057
"12","19","2012",NA,75.9617224880383
"12","20","2012",NA,45.7320574162679
"12","21","2012",214.919138755981,69.7607655502392
"12","22","2012",NA,70.5358851674641
"12","23","2012",255.053110047847,98.3540669856459
"12","24","2012",271.82009569378,79.6650717703349
"12","25","2012",NA,71.7416267942584
"12","26","2012",301.659330143541,90.7751196172249
"12","27","2012",250.81004784689,82.9377990430622
"12","28","2012",212.051196172249,88.2775119617225
"12","29","2012",308.527751196172,93.3588516746412
"12","30","2012",NA,96.1148325358852
"12","31","2012",313.624880382775,96.3732057416268
"01","01","2013",298.037799043062,98.3540669856459
"01","02","2013",235.278947368421,314.267942583732
"01","03","2013",NA,423.645933014354
"01","04","2013",NA,388.851674641148
"01","05","2013",296.501913875598,443.540669856459
"01","06","2013",346.623444976077,437.511961722488
"01","07","2013",NA,419.167464114833
"01","08","2013",302.025358851675,441.904306220096
"01","09","2013",NA,404.267942583732
"01","10","2013",328.274641148325,435.789473684211
"01","11","2013",NA,433.11961722488
"01","12","2013",NA,416.928229665072
"01","13","2013",313.049282296651,437.942583732057
"01","14","2013",NA,397.291866028708
"01","15","2013",NA,426.918660287081
"01","16","2013",281.962679425837,343.11961722488
"01","17","2013",NA,364.822966507177
"01","18","2013",NA,349.062200956938
"01","19","2013",227.994258373206,377.311004784689
"01","20","2013",348.446411483254,404.267942583732
"01","21","2013",NA,400.995215311005
"01","22","2013",NA,390.488038277512
"01","23","2013",245.262200956938,295.578947368421
"01","24","2013",205.052153110048,263.626794258373
"01","25","2013",NA,375.933014354067
"01","26","2013",NA,396
"01","27","2013",NA,365.253588516746
"01","28","2013",NA,373.521531100478
"01","29","2013",NA,371.885167464115
"01","30","2013",214.428229665072,340.363636363636
"01","31","2013",297.455023923445,369.55980861244
"02","01","2013",NA,92.9282296650718
"02","02","2013",170.187559808612,235.11961722488
"02","03","2013",NA,185.425837320574
"02","04","2013",281.407177033493,331.062200956938
"02","05","2013",NA,282.401913875598
"02","06","2013",220.663636363636,327.703349282297
"02","07","2013",221.586602870813,282.401913875598
"02","08","2013",292.502870813397,306.258373205742
"02","09","2013",307.731100478469,405.473684210526
"02","10","2013",308.358373205742,296.00956937799
"02","11","2013",292.112440191388,454.478468899522
"02","12","2013",371.244976076555,439.234449760766
"02","13","2013",361.155502392345,426.22966507177
"02","14","2013",318.566985645933,458.784688995215
"02","15","2013",346.488516746412,427.607655502392
"02","16","2013",331.438277511962,358.622009569378
"02","17","2013",233.806220095694,334.248803827751
"02","18","2013",284.678468899522,311.77033492823
"02","19","2013",303.757894736842,431.655502392345
"02","20","2013",318.232535885168,433.291866028708
"02","21","2013",349.837320574163,433.205741626794
"02","22","2013",282.429186602871,398.325358851675
"02","23","2013",316.665071770335,439.665071770335
"02","24","2013",281.341148325359,421.578947368421
"02","25","2013",272.912440191388,414.430622009569
"02","26","2013",296.982775119617,320.555023923445
"02","27","2013",313.914832535885,371.282296650718
"02","28","2013",177.140669856459,221.425837320574
"03","01","2013",146.336842105263,199.636363636364
"03","02","2013",317.625358851675,398.497607655502
"03","03","2013",79.3492822966507,125.052631578947
"03","04","2013",253.672248803828,282.143540669856
"03","05","2013",315.137799043062,331.148325358852
"03","06","2013",192.868421052632,275.856459330144
"03","07","2013",263.678468899522,383.856459330144
"03","08","2013",313.142583732057,428.296650717703
"03","09","2013",257.421531100478,409.349282296651
"03","10","2013",327.658851674641,400.306220095694
"03","11","2013",297.208133971292,360.947368421053
"03","12","2013",280.135406698565,364.22009569378
"03","13","2013",225.203827751196,68.9856459330144
"03","14","2013",194.417224880383,65.6267942583732
"03","15","2013",120.486602870813,44.0095693779904
"03","16","2013",306.294258373206,100.937799043062
"03","17","2013",262.086602870813,292.133971291866
"03","18","2013",221.461722488038,335.626794258373
"03","19","2013",267.69043062201,321.933014354067
"03","20","2013",271.588995215311,363.014354066986
"03","21","2013",198.767942583732,354.315789473684
"03","22","2013",259.515789473684,328.564593301435
"03","23","2013",241.296172248804,332.870813397129
"03","24","2013",277.271770334928,398.066985645933
"03","25","2013",247.258851674641,333.301435406699
"03","26","2013",355.495693779904,489.617224880383
"03","27","2013",206.433014354067,287.741626794258
"03","28","2013",209.806220095694,305.397129186603
"03","29","2013",255.643062200957,442.334928229665
"03","30","2013",335.519138755981,449.913875598086
"03","31","2013",325.561722488038,388.937799043062
"04","01","2013",252.025837320574,435.358851674641
"04","02","2013",140.603827751196,233.655502392345
"04","03","2013",289.184210526316,408.746411483254
"04","04","2013",NA,438.545454545455
"04","05","2013",284.513397129187,403.492822966507
"04","06","2013",183.155023923445,380.411483253589
"04","07","2013",203.809090909091,385.751196172249
"04","08","2013",269.724401913876,411.846889952153
"04","09","2013",231.031578947368,413.224880382775
"04","10","2013",309.101913875598,408.918660287081
"04","11","2013",262.795693779904,444.143540669857
"04","12","2013",255.262679425837,430.44976076555
"04","13","2013",NA,324.258373205742
"04","14","2013",226.649282296651,285.760765550239
"04","15","2013",184.56028708134,230.813397129187
"04","16","2013",221.777511961722,308.325358851675
"04","17","2013",180.502392344498,250.019138755981
"04","18","2013",204.160765550239,282.401913875598
"04","19","2013",73.2502392344498,111.789473684211
"04","20","2013",371.005263157895,494.612440191388
"04","21","2013",275.694258373206,318.143540669856
"04","22","2013",285.163636363636,416.325358851675
"04","23","2013",276.50956937799,471.961722488038
"04","24","2013",241.976555023923,447.416267942584
"04","25","2013",322.599043062201,411.071770334928
"04","26","2013",287.509090909091,307.980861244019
"04","27","2013",187.178468899522,281.368421052632
"04","28","2013",282.736363636364,359.311004784689
"04","29","2013",322.689473684211,482.727272727273
"04","30","2013",233.092822966507,185.942583732057
"05","01","2013",190.034928229665,274.736842105263
"05","02","2013",201.742105263158,185.856459330144
"05","03","2013",236.510526315789,439.148325358852
"05","04","2013",168.668899521531,324.430622009569
"05","05","2013",224.595215311005,419.253588516746
"05","06","2013",176.94976076555,249.157894736842
"05","07","2013",321.233971291866,383.77033492823
"05","08","2013",356.984210526316,487.464114832536
"05","09","2013",NA,226.937799043062
"05","10","2013",120.941626794258,145.033492822967
"05","11","2013",323.529186602871,488.497607655502
"05","12","2013",231.281339712919,470.755980861244
"05","13","2013",347.484688995215,428.468899521531
"05","14","2013",232.587559808612,340.535885167464
"05","15","2013",269.890909090909,307.033492822967
"05","16","2013",231.291387559809,296.354066985646
"05","17","2013",196.960765550239,304.44976076555
"05","18","2013",250.204306220096,318.918660287081
"05","19","2013",325.944976076555,438.803827751196
"05","20","2013",156.7995215311,233.311004784689
"05","21","2013",173.98995215311,236.239234449761
"05","22","2013",NA,268.794258373206
"05","23","2013",221.575119617225,289.291866028708
"05","24","2013",176.589473684211,282.315789473684
"05","25","2013",189.439234449761,331.923444976077
"05","26","2013",303.766507177034,419.684210526316
"05","27","2013",180,257.511961722488
"05","28","2013",260.323923444976,335.368421052632
"05","29","2013",216.344497607656,286.794258373206
"05","30","2013",298.344976076555,430.277511961722
"05","31","2013",133.158373205742,162.688995215311
"06","01","2013",209.623923444976,448.105263157895
"06","02","2013",318.496650717703,486.344497607656
"06","03","2013",343.461244019139,428.296650717703
"06","04","2013",291.420574162679,368.784688995215
"06","05","2013",293.414354066986,417.1004784689
"06","06","2013",255.043062200957,367.837320574163
"06","07","2013",245.471770334928,307.291866028708
"06","08","2013",180.495215311005,208.765550239234
"06","09","2013",238.060765550239,340.019138755981
"06","10","2013",282.991866028708,276.631578947368
"06","11","2013",214.960765550239,158.382775119617
"06","12","2013",236.758851674641,259.665071770335
"06","13","2013",313.234449760766,226.162679425837
"06","14","2013",159.113397129187,189.99043062201
"06","15","2013",233.921052631579,249.416267942584
"06","16","2013",297.208133971292,178.019138755981
"06","17","2013",163.22009569378,125.483253588517
"06","18","2013",307.141148325359,241.751196172249
"06","19","2013",287.262200956938,112.564593301435
"06","20","2013",144.790909090909,96.2870813397129
"06","21","2013",201.110526315789,57.2727272727273
"06","22","2013",307.959330143541,87.244019138756
"06","23","2013",223.989473684211,56.4114832535885
"06","24","2013",200.253588516746,52.7942583732057
"06","25","2013",220.41961722488,26.7846889952153
"06","26","2013",281.540669856459,50.0382775119617
"06","27","2013",223.294736842105,11.8851674641148
"06","28","2013",169.485645933014,42.8038277511962
"06","29","2013",348.176555023923,46.0765550239234
"06","30","2013",231.011483253589,45.7320574162679
"07","01","2013",235.385167464115,27.1291866028708
"07","02","2013",214.955023923445,54.1722488038278
"07","03","2013",249.223923444976,47.11004784689
"07","04","2013",232.485645933014,41.511961722488
"07","05","2013",225.931578947368,43.4928229665072
"07","06","2013",277.197129186603,35.6555023923445
"07","07","2013",287.025358851675,37.377990430622
"07","08","2013",308.463157894737,36.688995215311
"07","09","2013",262.497129186603,23.4258373205742
"07","10","2013",262.158373205742,19.2918660287081
"07","11","2013",201.776555023923,39.7033492822966
"07","12","2013",314.14019138756,42.8038277511962
"07","13","2013",287.095693779904,40.3062200956938
"07","14","2013",276.55980861244,38.066985645933
"07","15","2013",221.533492822967,28.7655502392345
"07","16","2013",274.16985645933,42.9760765550239
"07","17","2013",298.614832535885,58.9952153110048
"07","18","2013",195.562679425837,58.5645933014354
"07","19","2013",264.641626794258,83.9712918660287
"07","20","2013",277.588995215311,83.8851674641148
"07","21","2013",246.693301435407,61.8373205741627
"07","22","2013",277.907655502392,132.976076555024
"07","23","2013",246.139234449761,156.143540669856
"07","24","2013",273.994736842105,205.148325358852
"07","25","2013",275.209090909091,267.588516746412
"07","26","2013",314.526315789474,243.732057416268
"07","27","2013",232.178468899522,277.406698564593
"07","28","2013",250.389473684211,285.502392344498
"07","29","2013",354.459330143541,347.598086124402
"07","30","2013",267.22966507177,456.976076555024
"07","31","2013",295.033492822967,396.516746411483
"08","01","2013",274.963636363636,435.789473684211
"08","02","2013",220.330622009569,446.382775119617
"08","03","2013",242.34976076555,315.387559808612
"08","04","2013",243.924401913876,420.200956937799
"08","05","2013",254.516267942584,432.775119617225
"08","06","2013",222.875598086124,368.354066985646
"08","07","2013",236.913875598086,287.138755980861
"08","08","2013",229.231578947368,407.712918660287
"08","09","2013",269.071291866029,324.688995215311
"08","10","2013",244.089473684211,306.947368421053
"08","11","2013",249.813875598086,342.258373205742
"08","12","2013",173.903827751196,360.086124401914
"08","13","2013",264.655980861244,420.803827751196
"08","14","2013",NA,414.258373205742
"08","15","2013",NA,317.799043062201
"08","16","2013",220.049282296651,439.062200956938
"08","17","2013",254.484688995215,415.205741626794
"08","18","2013",301.472727272727,204.200956937799
"08","19","2013",186.789473684211,373.866028708134
"08","20","2013",234.895693779904,371.368421052632
"08","21","2013",NA,448.019138755981
"08","22","2013",NA,354.057416267943
"08","23","2013",283.166985645933,222.287081339713
"08","24","2013",144.901435406699,379.377990430622
"08","25","2013",253.291866028708,220.133971291866
"08","26","2013",188.326794258373,274.995215311005
"08","27","2013",251.042583732057,362.411483253589
"08","28","2013",233.849282296651,381.272727272727
"08","29","2013",329.267942583732,292.392344497608
"08","30","2013",241.18995215311,340.966507177034
"08","31","2013",251.501913875598,246.22966507177
"09","01","2013",234.397607655502,256.478468899522
"09","02","2013",297.98038277512,290.583732057416
"09","03","2013",272.883732057416,237.014354066986
"09","04","2013",211.255980861244,279.645933014354
"09","05","2013",207.938755980861,272.325358851675
"09","06","2013",186.984688995215,269.741626794258
"09","07","2013",268.385167464115,308.66985645933
"09","08","2013",312.361722488038,261.645933014354
"09","09","2013",NA,212.727272727273
"09","10","2013",NA,273.617224880383
"09","11","2013",NA,296.956937799043
"09","12","2013",NA,310.909090909091
"09","13","2013",NA,190.162679425837
"09","14","2013",NA,264.488038277512
"09","15","2013",NA,205.234449760766
"09","16","2013",NA,262.765550239234
"09","17","2013",NA,199.205741626794
"09","18","2013",NA,120.66028708134
"09","19","2013",NA,232.794258373206
"09","20","2013",256.435406698565,273.961722488038
"09","21","2013",258.064593301435,211.435406698565
"09","22","2013",211.237320574163,210.574162679426
"09","23","2013",NA,165.961722488038
"09","24","2013",219.043062200957,210.66028708134
"09","25","2013",252.149282296651,24.0287081339713
"09","26","2013",NA,245.023923444976
"09","27","2013",245.186124401914,156.918660287081
"09","28","2013",255.374641148325,30.0574162679426
"09","29","2013",213.780861244019,22.9952153110048
"09","30","2013",234.022966507177,34.9665071770335
"10","01","2013",325.233014354067,27.6459330143541
"10","02","2013",255.888516746412,16.0191387559809
"10","03","2013",282.561244019139,14.4688995215311
"10","04","2013",120.245454545455,96.9760765550239
"10","05","2013",NA,32.0382775119617
"10","06","2013",366.500956937799,38.8421052631579
"10","07","2013",150.254066985646,50.1244019138756
"10","08","2013",NA,47.7129186602871
"10","09","2013",290.600956937799,NA
"10","10","2013",177.084688995215,62.9569377990431
"10","11","2013",178.748325358852,49.866028708134
"10","12","2013",300.882775119617,25.0622009569378
"10","13","2013",142.672248803828,62.5263157894737
"10","14","2013",173.151674641148,33.5023923444976
"10","15","2013",NA,42.4593301435407
"10","16","2013",233.397129186603,48.3157894736842
"10","17","2013",NA,33.0717703349282
"10","18","2013",349.934928229665,147.1004784689
"10","19","2013",260.961244019139,296.784688995215
"10","20","2013",295.599043062201,256.736842105263
"10","21","2013",265.798564593301,372.143540669856
